ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,STATE_HWY_IND,STATE_ROUTE,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PCF_VIOL_CATEGORY,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,SANDAG_CASE_ID,LATITUDE_sandag,LONGITUDE_sandag,X,Y,Location_sandag,Reservation_sandag,Shape
2014,0,0.023611111,Thursday,UNIVERSITY AV,UNIVERSITY AV 4500,8,South,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,65395582014,32.74782936,-117.0751057,6307973.152,1852877.449,San Diego,Not Reservation Land,0xB6080000010C20F3B9492110584180BFE172CD453C41
2015,0,0.024305556,Wednesday,ASH ST,VALLEY PKWY,440,North,Not Intersection,State Highway,78,19.19,Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,68815542015,33.12433728,-117.063236,6312691.144,1989836.245,Escondido,Not Reservation Land,0xB6080000010CF0792FC9BC1458414007A63ECC5C3E41
2015,0,0.013888889,Saturday,GARNET AV,GARNET AV 1200,0,"Not Stated, in intersection",Not stated,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,3,Wrong Side Of Road,Misdemeanor,Head-On,Bicycle,No Pedestrian Involved,Dry,Other,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,69897392015,32.79818305,-117.2479731,6254998.06,1871662.295,San Diego,Not Reservation Land,0xB6080000010CC0E4DD8365DC5741409C724B2E8F3C41
2015,0,0.015277778,Saturday,SOUTH COAST HWY,WEST G STREET,0,"Not Stated, in intersection",Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Other Hazardous Violation,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,70185202015,33.042054,-117.293326,6241949.661,1960526.078,Encinitas,Not Reservation Land,0xB6080000010C000A536AA7CF574140E0DE134EEA3D41
2015,0,0.015972222,Friday,ENCINITAS BL,ENCINITAS BL 135,0,"Not Stated, in intersection",Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,70752212015,33.048539,-117.289299,6243207.188,1962873.2,Encinitas,Not Reservation Land,0xB6080000010C903C08CCE1D0574100BE413379F33D41
2015,0,0.023611111,Friday,PARK BL,PARK BL 1400,0,"Not Stated, in intersection",Not stated,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,Construction or Repair Zone,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,71090432015,32.72026306,-117.1539134,6283655.602,1843048.83,San Diego,Not Reservation Land,0xB6080000010CA0D084E661F85741407478D4681F3C41
2015,0,0.034722222,Wednesday,RT 76,FRAZEE,871,East,Not Intersection,State Highway,76,5.78,Highway,Not Stated,Fatal,1,0,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,0,0,0,1,0,0,0,71996392015,33.24088498,-117.2962277,6241786.401,2032876.555,Oceanside,Not Reservation Land,0xB6080000010CC000A7997ECF57410039128EEC043F41
2016,0,0.027777778,Monday,EL CAJON BL,RT 5,0,"Not Stated, in intersection",Intersection,State Highway,15,5.15,Ramp (or Collector),"Ramp Exit, Last 50 Feet",Injury (Other Visible),0,1,2,Pedestrian Violation,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,71879852016,32.75688817,-117.1089718,6297587.652,1856257.446,San Diego,Not Reservation Land,0xB6080000010CE09DBBE9FC055841C03D3E7201533C41
2016,0,0.038194444,Wednesday,CAMINO DE LOS COCHES,RANCHO SANTA FE RD,10,West,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,81057732016,33.07633019,-117.2394613,6258574,1972836,Carlsbad,Not Reservation Land,0xB6080000010CF0E90180E3DF5741802CF6FF631A3E41
2016,0,0.038194444,Sunday,HIBERT ST,TREENA ST,65,North,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unsafe Speed,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,81312792016,32.91384176,-117.1138926,6296548,1913375,San Diego,Not Reservation Land,0xB6080000010CB047FFFFF8045841006300001F323D41
2016,0,0.001388889,Tuesday,I-5 S/B TO ROSECRANS ST.,FRIARS RD,120,South,Not Intersection,State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Severe),0,1,2,Improper Turning,Not Hit and Run,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,9.01248E+11,32.76046,-117.2053,6267985.167,1857814.647,San Diego,Not Reservation Land,0xB6080000010CA096AA4A14E9574140739AA516593C41
2017,0,0.034722222,Tuesday,SWEETWATER RD,SWEETWATER RD 1700,0,"Not Stated, in intersection",Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,83361842017,32.66148874,-117.0819283,6305624.787,1821480.348,National City,Not Reservation Land,0xB6080000010C00E85C32D60D584180E2365928CB3B41
2017,0,0.029166667,Monday,E LEXINGTON,3RD,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,83447582017,32.79271002,-116.92692,6353641.453,1868878.589,El Cajon,Not Reservation Land,0xB6080000010C70C1035DBA3C58410022DE964E843C41
2017,0,0.020833333,Friday,3700 42ND ST,42ND ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,84180182017,32.74589129,-117.1044928,6298931.856,1852245.09,San Diego,Not Reservation Land,0xB6080000010CE066CFF64C0758414031FC1655433C41
2017,0,0.005555556,Friday,NORTH COAST HWY,BASIL ST,99.4,South,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Severe),0,1,3,Unsafe Speed,Felony,Hit Object,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,1,0,0,0,0,0,1,0,0,84585092017,33.059231,-117.299933,6239987.99,1966795.931,Encinitas,Not Reservation Land,0xB6080000010CD08457FFBCCD574100094FEECB023E41
2017,0,0.025694444,Thursday,RT 76,N SANTA FE DR,101,West,Not Intersection,State Highway,76,6.7,Highway,Not Stated,Injury (Severe),0,1,2,Other Hazardous Violation,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,84855572017,33.24597643,-117.2819483,6246170.501,2034685.514,Oceanside,Not Reservation Land,0xB6080000010C10F40FA0C6D357418078A783FD0B3F41
2017,0,0.027777778,Monday,HOLLISTER ST,HOLLISTER ST 874,0,"Not Stated, in intersection",Not stated,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Improper Turning,Felony,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,86053042017,32.5804,-117.084,6304751.194,1791982.39,San Diego,Not Reservation Land,0xB6080000010CF0AF62CCFB0C5841402EF363EE573B41
2018,0,0.024305556,Tuesday,9TH AV,9TH AV 1200,8,East,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dusk - Dawn,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,85133702018,32.71780777,-117.1565552,6282835.322,1842162.569,San Diego,Not Reservation Land,0xB6080000010CB009A1D494F757410011A691F21B3C41
2018,0,0.013888889,Friday,IMPERIAL AV,IMPERIAL AV 1900,0,"Not Stated, in intersection",Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,NULL,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,86184102018,32.70625979,-117.1465802,6285867.191,1837934.5,San Diego,Not Reservation Land,0xB6080000010C605038CC8AFA57414070E87F6E0B3C41
2018,0,0.034027778,Thursday,MONROE AV,MONROE AV 5100,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Traffic Signals And Signs,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,86751322018,32.758947,-117.0846373,6305074.895,1856945.76,San Diego,Not Reservation Land,0xB6080000010C30E841B94C0D5841404885C2B1553C41
2018,0,0.024305556,Wednesday,SUNSET CLIFFS,QUIVIRA ACCESS RD,1056,South,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Wrong Side Of Road,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,87411492018,32.76168292,-117.2320563,6259764,1858336,San Diego,Not Reservation Land,0xB6080000010C108C00000DE157410008F6FF1F5B3C41
2019,0,0.020833333,Monday,MISSION RD,NORDAHL RD,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unsafe Speed,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,88534302019,33.13056,-117.1229,6294443.88,1992248.014,Escondido,Not Reservation Land,0xB6080000010C80FA4EF8EA0258418002A10338663E41
2019,0,0.013888889,Saturday,SILVER STRAND BL,TARAWA RD,171,North,Not Intersection,State Highway,75,17.74,Highway,Not Stated,Injury (Severe),0,2,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,TRUE,FALSE,TRUE,Bicycle,1,0,1,0,0,0,1,0,1,88757562019,32.67294412,-117.1672467,6279403.346,1825868.457,Coronado,Not Reservation Land,0xB6080000010C90A323D63AF4574140B21E754CDC3B41
2019,0,0.009027778,Sunday,PALM AV,16TH ST,361,East,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Automobile Right-Of-Way,Misdemeanor,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,88985292019,32.58386599,-117.0995023,6299986,1793282,San Diego,Not Reservation Land,0xB6080000010C6081FF7F5408584180490200025D3B41
2021,0,0.004166667,Friday,09TH AV,SPRUCE ST,275,East,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Fatal,1,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dusk - Dawn,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,1,0,0,0,8.15534E+11,33.10978,-117.0859,6305710.061,1984594.597,Escondido,Not Reservation Land,0xB6080000010CF0E2E783EB0D5841406ED99852483E41
2021,0,0.034027778,Sunday,TULIP ST,03RD AV (S),0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Severe),0,1,2,Traffic Signals And Signs,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dusk - Dawn,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,8.1666E+11,33.11421,-117.0908,6304222.667,1986218.471,Escondido,Not Reservation Land,0xB6080000010C601AABAA770C5841C098B078AA4E3E41
2021,0,0.033333333,Wednesday,THE STAND NORTH,SEAGAZE DR,733,North,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Property Damage Only,0,0,2,NULL,Misdemeanor,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,0,0,0,0,0,0,0,92438192021,33.19267944,-117.3828176,6215122,2015614.375,Oceanside,Not Reservation Land,0xB6080000010C304A018074B5574140F5FA5F7EC13E41
2021,0,0.019444444,Tuesday,GARNET AV,GARNET AV 1360,0,"Not Stated, in intersection",Not stated,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,3,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Not Stated,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,92708182021,32.80641174,-117.2172546,6264465.203,1874567.185,San Diego,Not Reservation Land,0xB6080000010CC055FC4CA4E5574180F1552F879A3C41
2021,0,0.027777778,Sunday,BROADWAY,PARK AV,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Injury (Severe),0,1,2,Wrong Side Of Road,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,92973042021,32.71573639,-117.1537704,6283685.307,1841401.497,San Diego,Not Reservation Land,0xB6080000010C10CCA85369F857410007247FF9183C41
2022,0,0.020833333,Monday,TULIP ST,VALLEY PY (W),8,North,Not Intersection,Not State Highway,NULL,NULL,No State Highway,Not Stated,Property Damage Only,0,0,2,Pedestrian Right-Of-Way,Misdemeanor,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,0,0,0,0,0,0,0,0,8.18648E+11,33.11741,-117.09506,6302927.747,1987393.304,Escondido,Not Reservation Land,0xB6080000010CD01CCAEF330B584180F2C14D41533E41
2022,0,0.004861111,Tuesday,RANCHO SANTA FE RD,CALLE BARCELONA,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Property Damage Only,0,0,2,Improper Turning,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,0,0,0,0,0,0,0,0,8.20889E+11,33.07221183,-117.2424465,6257645.336,1971346.29,Carlsbad,Not Reservation Land,0xB6080000010CA06D8055FBDE5741C014374A92143E41
2022,0,0.027777778,Saturday,14TH ST,BROADWAY ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Severe),0,1,2,Traffic Signals And Signs,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,1,0,0,0,0,0,1,0,0,94067712022,32.71574816,-117.1519768,6284237,1841401,San Diego,Not Reservation Land,0xB6080000010CC089FF3FF3F85741001BFBFFF8183C41
2022,0,0.003472222,Monday,PALM AV,BEYER WAY,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Unknown,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dusk - Dawn,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,0,1,0,0,0,1,0,0,93820452022,32.58377529,-117.062019,6311532,1793157,San Diego,Not Reservation Land,0xB6080000010C3070FDFF9A135841802BFDFF845C3B41
2022,0,0.040277778,Monday,DEL MONTE AV,ELBERS ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,1,Unknown,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,94227612022,32.74114615,-117.2480584,6254773.189,1850910.824,San Diego,Not Reservation Land,0xB6080000010CF0031B4C2DDC57410001F7D21E3E3C41
2022,0,0.016666667,Monday,BIRMINGHAM DR,MACKINNON AV,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Automobile Right-Of-Way,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,1,0,0,0,0,1,0,0,94319752022,33.02575991,-117.2773271,6246793.855,1954549.09,Encinitas,Not Reservation Land,0xB6080000010CF001B97662D4574140CB0317F5D23D41
2022,0,0.020833333,Tuesday,MASSACHUSETTS AV,PRIMERA ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Felony,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,0,0,0,94679432022,32.72597393,-117.0425483,6317923,1844848,Lemon Grove,Not Reservation Land,0xB6080000010CC0A7FDBFD819584180D3FAFF6F263C41
2022,0,0.024305556,Sunday,EMERALD ST,EVERTS ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Following Too Closely,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,94341732022,32.80004206,-117.2487689,6254760,1872341,San Diego,Not Reservation Land,0xB6080000010C20E2FDFF29DC5741407A0300D5913C41
2022,0,0.009027778,Monday,8TH ST,D AV,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Driving Or Bicycling Under Influence Of Alcohol Or Drug,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,94857152022,32.68925509,-117.179385,6275721,1831836,Coronado,Not Reservation Land,0xB6080000010CE012FF3FA2F0574140BC01009CF33B41
2022,0,0.016666667,Saturday,BANCROFT DR,EDGEWOOD DR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Lights,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - No Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,94803462022,32.76147128,-117.0020505,6330471,1857671,La Mesa,Not Reservation Land,0xB6080000010CC06100C0192658418030F7FF86583C41
2022,0,0.035416667,Monday,HEALTH SCIECES DR,ATHENA CIR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,NULL,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,94915222022,32.87864311,-117.2199218,6263890.171,1900854.789,San Diego,Not Reservation Land,0xB6080000010C0045F08A14E55741C0FE05CA36013D41
2022,0,0.030555556,Monday,J ST,7TH AV,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,1,Other Hazardous Violation,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Dark - Street Lights,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,94937282022,32.70939928,-117.1583163,6282267,1839107.999,San Diego,Not Reservation Land,0xB6080000010C5096FFBF06F75741C021BAFF03103C41
2022,0,0.010416667,Saturday,WOODMAN ST,WATTLE DR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Improper Turning,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Passenger Car/Station Wagon,0,1,0,0,0,0,1,0,0,94449222022,32.67944247,-117.0403394,6318474,1827913,San Diego,Not Reservation Land,0xB6080000010CF0190180621A584180E6FFFF48E43B41
2022,0,0.025,Monday,10TH AV,A ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,3,Traffic Signals And Signs,Misdemeanor,Vehicle/Pedestrian,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,94992972022,32.7188821,-117.1556407,6283120,1842551,San Diego,Not Reservation Land,0xB6080000010C4083FEFFDBF7574180E1FAFF761D3C41
2022,0,0,Tuesday,ZION AV,51ST ST,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Complaint of Pain),0,1,2,Traffic Signals And Signs,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,0,1,0,0,0,1,0,0,94999582022,32.79287329,-117.0832859,6305589,1869286,San Diego,Not Reservation Land,0xB6080000010CC0AAFE3FCD0D5841C060FBFFE5853C41
2022,0,0.001388889,Friday,POINSETTIA AV,LA MIRADA DR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,94984082022,33.14778485,-117.2147558,6266382.24,1998762.855,Vista,Not Reservation Land,0xB6080000010CF06E5D8F83E75741C002EBDAAA7F3E41
2022,0,0.024305556,Monday,CAMINO DEL NORTE,BERNARDO CENTER DR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Unknown,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,Functioning,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,0,1,0,0,0,0,1,0,0,95034142022,33.00513384,-117.0922536,6303457,1946536,San Diego,Not Reservation Land,0xB6080000010C30A6FE3FB80B5841002AFDFFA7B33D41
2022,0,0.006944444,Sunday,CORDERO RD,NOGALES DR,0,"Not Stated, in intersection",Intersection,Not State Highway,NULL,0,No State Highway,Not Stated,Injury (Other Visible),0,1,2,Traffic Signals And Signs,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Daylight,None,0,FALSE,TRUE,FALSE,FALSE,TRUE,Bicycle,0,1,0,0,0,0,1,0,0,95025012022,32.94714042,-117.255253,6253283.585,1925878.912,Del Mar,Not Reservation Land,0xB6080000010C30186EE5B8DA5741003879E9F6623D41
